accuracy,number of trees,,max features,max leaf nodes,min sample leaf ,class weight
0.6865672,20,entropy,10,54,7,balanced
0.6865672,20,entropy,10,55,3,balanced
0.6865672,20,entropy,10,55,4,balanced
0.6865672,20,entropy,10,55,6,balanced
0.6865672,20,entropy,10,58,4,balanced
0.6865672,20,entropy,10,59,3,balanced
0.6865672,20,entropy,10,59,4,balanced
0.6865672,20,entropy,10,60,3,balanced
0.6865672,20,entropy,10,61,2,balanced
0.6865672,20,entropy,10,64,1,balanced
0.6865672,20,entropy,10,64,3,balanced
0.6865672,20,entropy,10,64,5,balanced
0.6865672,20,entropy,10,67,4,balanced
0.6865672,20,entropy,10,69,3,balanced
0.6865672,20,entropy,10,71,5,balanced
0.6865672,20,entropy,10,73,3,balanced
0.6865672,20,entropy,10,73,5,balanced
0.6865672,20,entropy,10,74,3,balanced
0.6865672,20,entropy,10,76,3,balanced
0.6865672,20,entropy,10,76,5,balanced
0.6865672,20,entropy,10,77,2,balanced
0.6865672,20,entropy,10,78,1,balanced
0.6865672,20,entropy,10,79,6,balanced
0.6865672,20,entropy,11,35,6,balanced
0.6865672,20,entropy,11,41,4,balanced
0.6865672,20,entropy,11,41,7,balanced
0.6865672,20,entropy,11,43,2,balanced
0.6865672,20,entropy,11,43,7,balanced
0.6865672,20,entropy,11,44,3,balanced
0.6865672,20,entropy,11,44,4,balanced
0.6865672,20,entropy,11,44,5,balanced
0.6865672,20,entropy,11,46,2,balanced
0.6865672,20,entropy,11,50,3,balanced
0.6865672,20,entropy,11,50,4,balanced
0.6865672,20,entropy,11,52,4,balanced
0.6865672,20,entropy,11,54,2,balanced
0.6865672,20,entropy,11,55,2,balanced
0.6865672,20,entropy,11,56,1,balanced
0.6865672,20,entropy,11,57,2,balanced
0.6865672,20,entropy,11,58,6,balanced
0.6865672,20,entropy,11,59,4,balanced
0.6865672,20,entropy,11,59,6,balanced
0.6865672,20,entropy,11,60,3,balanced
0.6865672,20,entropy,11,61,1,balanced
0.6865672,20,entropy,11,63,5,balanced
0.6865672,20,entropy,11,63,6,balanced
0.6865672,20,entropy,11,64,4,balanced
0.6865672,20,entropy,11,65,3,balanced
0.6865672,20,entropy,11,67,5,balanced
0.6865672,20,entropy,11,68,2,balanced
0.6865672,20,entropy,11,70,5,balanced
0.6865672,20,entropy,11,71,3,balanced
0.6865672,20,entropy,11,72,3,balanced
0.6865672,20,entropy,11,75,5,balanced
0.6865672,20,entropy,11,76,4,balanced
0.6865672,20,entropy,11,77,4,balanced
0.6865672,20,entropy,11,77,5,balanced
0.6865672,20,entropy,11,78,1,balanced
0.6865672,21,entropy,6,35,1,balanced
0.6865672,21,entropy,6,35,3,balanced
0.6865672,21,entropy,6,36,2,balanced
0.6865672,21,entropy,6,37,5,balanced
0.6865672,21,entropy,6,38,2,balanced
0.6865672,21,entropy,6,38,6,balanced
0.6865672,21,entropy,6,40,2,balanced
0.6865672,21,entropy,6,42,2,balanced
0.6865672,21,entropy,6,44,2,balanced
0.6865672,21,entropy,6,46,5,balanced
0.6865672,21,entropy,6,48,7,balanced
0.6865672,21,entropy,6,49,1,balanced
0.6865672,21,entropy,6,49,2,balanced
0.6865672,21,entropy,6,49,5,balanced
0.6865672,21,entropy,6,52,2,balanced
0.6865672,21,entropy,6,53,2,balanced
0.6865672,21,entropy,6,53,3,balanced
0.6865672,21,entropy,6,56,1,balanced
0.6865672,21,entropy,6,58,4,balanced
0.6865672,21,entropy,6,60,1,balanced
0.6865672,21,entropy,6,60,3,balanced
0.6865672,21,entropy,6,61,2,balanced
0.6865672,21,entropy,6,62,1,balanced
0.6865672,21,entropy,6,62,5,balanced
0.6865672,21,entropy,6,63,2,balanced
0.6865672,21,entropy,6,64,5,balanced
0.6865672,21,entropy,6,65,3,balanced
0.6865672,21,entropy,6,68,5,balanced
0.6865672,21,entropy,6,69,2,balanced
0.6865672,21,entropy,6,70,2,balanced
0.6865672,21,entropy,6,70,7,balanced
0.6865672,21,entropy,6,71,3,balanced
0.6865672,21,entropy,6,72,2,balanced
0.6865672,21,entropy,6,73,2,balanced
0.6865672,21,entropy,6,73,3,balanced
0.6865672,21,entropy,6,76,2,balanced
0.6865672,21,entropy,6,76,3,balanced
0.6865672,21,entropy,6,76,4,balanced
0.6865672,21,entropy,6,79,8,balanced
0.6865672,21,entropy,7,35,5,balanced
0.6865672,21,entropy,7,37,6,balanced
0.6865672,21,entropy,7,37,7,balanced
0.6865672,21,entropy,7,40,4,balanced
0.6865672,21,entropy,7,41,2,balanced
0.6865672,21,entropy,7,41,4,balanced
0.6865672,21,entropy,7,41,6,balanced
0.6716418,20,entropy,6,36,2,balanced
0.6716418,20,entropy,6,43,1,balanced
0.6716418,20,entropy,6,48,2,balanced
0.6716418,20,entropy,6,50,1,balanced
0.6716418,20,entropy,6,53,1,balanced
0.6716418,20,entropy,6,53,2,balanced
0.6716418,20,entropy,6,54,1,balanced
0.6716418,20,entropy,6,55,2,balanced
0.6716418,20,entropy,6,56,1,balanced
0.6716418,20,entropy,6,63,1,balanced
0.6716418,20,entropy,6,66,2,balanced
0.6716418,20,entropy,6,75,2,balanced
0.6716418,20,entropy,6,78,2,balanced
0.6716418,20,entropy,7,35,2,balanced
0.6716418,20,entropy,7,36,1,balanced
0.6716418,20,entropy,7,43,1,balanced
0.6716418,20,entropy,7,44,1,balanced
0.6716418,20,entropy,7,48,2,balanced
0.6716418,20,entropy,7,54,2,balanced
0.6716418,20,entropy,7,58,2,balanced
0.6716418,20,entropy,7,59,2,balanced
0.6716418,20,entropy,7,60,1,balanced
0.6716418,20,entropy,7,62,2,balanced
0.6716418,20,entropy,7,63,1,balanced
0.6716418,20,entropy,7,65,2,balanced
0.6716418,20,entropy,7,66,2,balanced
0.6716418,20,entropy,7,67,2,balanced
0.6716418,20,entropy,7,70,2,balanced
0.6716418,20,entropy,7,73,1,balanced
0.6716418,20,entropy,7,78,2,balanced
0.6716418,20,entropy,8,35,1,balanced
0.6716418,20,entropy,8,42,1,balanced
0.6716418,20,entropy,8,44,1,balanced
0.6716418,20,entropy,8,46,1,balanced
0.6716418,20,entropy,8,50,1,balanced
0.6716418,20,entropy,8,50,2,balanced
0.6716418,20,entropy,8,52,2,balanced
0.6716418,20,entropy,8,54,1,balanced
0.6716418,20,entropy,8,55,2,balanced
0.6716418,20,entropy,8,64,1,balanced
0.6716418,20,entropy,8,68,2,balanced
0.6716418,20,entropy,8,69,2,balanced
0.6716418,20,entropy,8,72,1,balanced
0.6716418,20,entropy,8,73,1,balanced
0.6716418,20,entropy,8,76,1,balanced
0.6716418,20,entropy,8,78,2,balanced
0.6716418,20,entropy,8,79,2,balanced
0.6716418,20,entropy,9,35,1,balanced
0.6716418,20,entropy,9,37,2,balanced
0.6716418,20,entropy,9,41,2,balanced
0.6716418,20,entropy,9,42,1,balanced
0.6716418,20,entropy,9,42,2,balanced
0.6716418,20,entropy,9,48,2,balanced
0.6716418,20,entropy,9,50,2,balanced
0.6716418,20,entropy,9,54,2,balanced
0.6716418,20,entropy,9,55,2,balanced
0.6716418,20,entropy,9,56,2,balanced
0.6716418,20,entropy,9,60,2,balanced
0.6716418,20,entropy,9,62,2,balanced
0.6716418,20,entropy,9,64,1,balanced
0.6716418,20,entropy,9,70,2,balanced
0.6716418,20,entropy,9,72,1,balanced
0.6716418,20,entropy,9,76,2,balanced
0.6716418,20,entropy,10,36,1,balanced
0.6716418,20,entropy,10,36,2,balanced
0.6716418,20,entropy,10,38,2,balanced
0.6716418,20,entropy,10,40,2,balanced
0.6716418,20,entropy,10,42,1,balanced
0.6716418,20,entropy,10,42,2,balanced
0.6716418,20,entropy,10,47,1,balanced
0.6716418,20,entropy,10,51,1,balanced
0.6716418,20,entropy,10,51,2,balanced
0.6716418,20,entropy,10,52,2,balanced
0.6716418,20,entropy,10,53,2,balanced
0.6716418,20,entropy,10,54,2,balanced
0.6716418,20,entropy,10,59,1,balanced
0.6716418,20,entropy,10,64,2,balanced
0.6716418,20,entropy,10,65,1,balanced
0.6716418,20,entropy,10,65,2,balanced
0.6716418,20,entropy,10,66,2,balanced
0.6716418,20,entropy,10,67,1,balanced
0.6716418,20,entropy,10,69,2,balanced
0.6716418,20,entropy,10,70,1,balanced
0.6716418,20,entropy,10,72,2,balanced
0.6716418,20,entropy,10,73,1,balanced
0.6716418,20,entropy,10,73,2,balanced
0.6716418,20,entropy,10,76,1,balanced
0.6716418,20,entropy,10,77,1,balanced
0.6716418,20,entropy,10,77,2,balanced
0.6716418,20,entropy,11,36,1,balanced
0.6716418,20,entropy,11,37,2,balanced
0.6716418,20,entropy,11,38,1,balanced
0.6716418,20,entropy,11,39,2,balanced
0.6716418,20,entropy,11,40,2,balanced
0.6716418,20,entropy,11,42,1,balanced
0.6716418,20,entropy,11,46,2,balanced
0.6716418,20,entropy,11,47,2,balanced
0.6716418,20,entropy,11,54,2,balanced
0.6716418,20,entropy,11,60,1,balanced
0.6716418,20,entropy,11,68,2,balanced
0.6716418,20,entropy,11,72,2,balanced
0.6716418,20,entropy,11,74,1,balanced
0.6716418,20,entropy,11,74,2,balanced
0.6716418,20,entropy,11,75,1,balanced
0.6716418,20,entropy,11,76,1,balanced
0.6716418,20,entropy,11,77,1,balanced
0.6716418,20,entropy,11,77,2,balanced
0.6716418,21,entropy,6,44,1,balanced
0.6716418,21,entropy,6,48,2,balanced
0.6716418,21,entropy,6,52,1,balanced
0.6716418,21,entropy,6,52,2,balanced
0.6716418,21,entropy,6,55,1,balanced
0.6716418,21,entropy,6,68,2,balanced
0.6716418,21,entropy,6,69,1,balanced
0.6716418,21,entropy,6,72,2,balanced
0.6716418,21,entropy,6,73,2,balanced
0.6716418,21,entropy,6,74,2,balanced
0.6716418,21,entropy,6,75,1,balanced
0.6716418,21,entropy,6,75,2,balanced
0.6716418,21,entropy,6,76,2,balanced
0.6716418,21,entropy,6,77,1,balanced
0.6716418,21,entropy,6,79,2,balanced
0.6716418,21,entropy,7,38,1,balanced
0.6716418,21,entropy,7,45,2,balanced
0.6716418,21,entropy,7,48,1,balanced
0.6716418,21,entropy,7,48,2,balanced
0.6716418,21,entropy,7,51,1,balanced
0.6716418,21,entropy,7,51,2,balanced
0.6716418,21,entropy,7,52,1,balanced
0.6716418,21,entropy,7,54,2,balanced
0.6716418,21,entropy,7,57,1,balanced
0.6716418,21,entropy,7,58,1,balanced
0.6716418,21,entropy,7,59,1,balanced
0.6716418,21,entropy,7,62,1,balanced
0.6716418,21,entropy,7,66,1,balanced
0.6716418,21,entropy,7,67,2,balanced
0.6716418,21,entropy,7,71,1,balanced
0.6716418,21,entropy,7,72,1,balanced
0.6716418,21,entropy,7,75,1,balanced
0.6716418,21,entropy,7,76,1,balanced
0.6716418,21,entropy,7,77,2,balanced
0.6716418,21,entropy,7,79,2,balanced
0.6716418,21,entropy,8,38,1,balanced
0.6716418,21,entropy,8,42,1,balanced
0.6716418,21,entropy,8,42,2,balanced
0.6716418,21,entropy,8,43,2,balanced
0.6716418,21,entropy,8,48,1,balanced
0.6716418,21,entropy,8,55,2,balanced
0.6716418,21,entropy,8,57,1,balanced
0.6716418,21,entropy,8,67,1,balanced
0.6716418,21,entropy,8,68,1,balanced
0.6716418,21,entropy,8,70,1,balanced
0.6716418,21,entropy,8,71,2,balanced
0.6716418,21,entropy,8,73,1,balanced
0.6716418,21,entropy,8,77,1,balanced
0.6716418,21,entropy,8,77,2,balanced
0.6716418,21,entropy,9,37,2,balanced
0.6716418,21,entropy,9,41,2,balanced
0.6716418,21,entropy,9,51,1,balanced
0.6716418,21,entropy,9,52,1,balanced
0.6716418,21,entropy,9,60,2,balanced
0.6716418,21,entropy,9,61,2,balanced
0.6716418,21,entropy,9,76,2,balanced
0.6716418,21,entropy,10,35,2,balanced
0.6716418,21,entropy,10,48,2,balanced
0.6716418,21,entropy,10,50,1,balanced
0.6716418,21,entropy,10,51,1,balanced
0.6716418,21,entropy,10,52,1,balanced
0.6716418,21,entropy,10,54,2,balanced
0.6716418,21,entropy,10,56,2,balanced
0.6716418,21,entropy,10,57,1,balanced
0.6716418,21,entropy,10,62,1,balanced
0.6716418,21,entropy,10,65,1,balanced
0.6716418,21,entropy,10,70,1,balanced
0.6716418,21,entropy,10,74,1,balanced
0.6716418,21,entropy,10,77,2,balanced
0.6716418,21,entropy,10,79,2,balanced
0.6716418,21,entropy,11,35,1,balanced
0.6716418,21,entropy,11,35,2,balanced
0.6716418,21,entropy,11,38,1,balanced
0.6716418,21,entropy,11,42,1,balanced
0.6716418,21,entropy,11,45,1,balanced
0.6716418,21,entropy,11,45,2,balanced
0.6716418,21,entropy,11,47,2,balanced
0.6716418,21,entropy,11,50,1,balanced
0.6716418,21,entropy,11,61,2,balanced
0.6716418,21,entropy,11,62,1,balanced
0.6716418,21,entropy,11,64,1,balanced
0.6716418,21,entropy,11,64,2,balanced
0.6716418,21,entropy,11,68,1,balanced
0.6716418,21,entropy,11,74,1,balanced
0.6716418,21,entropy,11,78,1,balanced
0.6716418,21,entropy,11,79,1,balanced
0.6716418,22,entropy,6,36,2,balanced
0.6716418,22,entropy,6,37,2,balanced
0.6716418,22,entropy,6,44,1,balanced
0.6716418,22,entropy,6,45,1,balanced
0.6716418,22,entropy,6,45,2,balanced
0.6716418,22,entropy,6,46,1,balanced
0.6716418,22,entropy,6,47,1,balanced
0.6716418,22,entropy,6,48,1,balanced
0.6716418,22,entropy,6,50,1,balanced
0.6716418,22,entropy,6,56,1,balanced
0.6716418,22,entropy,6,56,2,balanced
0.6716418,22,entropy,6,59,2,balanced
0.6716418,22,entropy,6,62,2,balanced
0.6716418,22,entropy,6,64,1,balanced
0.6716418,22,entropy,6,66,1,balanced
0.6716418,22,entropy,6,70,1,balanced
0.6716418,22,entropy,6,72,1,balanced
0.6716418,22,entropy,6,75,2,balanced
0.6716418,22,entropy,6,79,2,balanced
0.6716418,22,entropy,7,35,1,balanced
0.6716418,22,entropy,7,38,2,balanced
0.6716418,22,entropy,7,47,2,balanced
0.6716418,22,entropy,7,49,2,balanced
0.6716418,22,entropy,7,52,1,balanced
0.6716418,22,entropy,7,52,2,balanced
0.6716418,22,entropy,7,53,2,balanced
0.6716418,22,entropy,7,57,2,balanced
0.6716418,22,entropy,7,58,1,balanced
0.6716418,22,entropy,7,60,1,balanced
0.6716418,22,entropy,7,61,1,balanced
0.6716418,22,entropy,7,61,2,balanced
0.6716418,22,entropy,7,64,1,balanced
0.6716418,22,entropy,7,66,2,balanced
0.6716418,22,entropy,7,69,2,balanced
0.6716418,22,entropy,7,71,1,balanced
0.6716418,22,entropy,7,73,1,balanced
0.6716418,22,entropy,7,78,1,balanced
0.6716418,22,entropy,8,41,2,balanced
0.6716418,22,entropy,8,42,2,balanced
0.6716418,22,entropy,8,44,1,balanced
0.6716418,22,entropy,8,47,1,balanced
0.6716418,22,entropy,8,50,1,balanced
0.6716418,22,entropy,8,50,2,balanced
0.6716418,22,entropy,8,52,1,balanced
0.6716418,22,entropy,8,52,2,balanced
0.6716418,22,entropy,8,57,1,balanced
0.6716418,22,entropy,8,66,2,balanced
0.6716418,22,entropy,8,72,2,balanced
0.6716418,22,entropy,8,73,2,balanced
0.6716418,22,entropy,8,75,2,balanced
0.6716418,22,entropy,8,77,1,balanced
0.6716418,22,entropy,8,77,2,balanced
0.6716418,22,entropy,9,41,2,balanced
0.6716418,22,entropy,9,42,1,balanced
0.6716418,22,entropy,9,42,2,balanced
0.6716418,22,entropy,9,46,1,balanced
0.6716418,22,entropy,9,47,1,balanced
0.6716418,22,entropy,9,47,2,balanced
0.6716418,22,entropy,9,56,2,balanced
0.6716418,22,entropy,9,61,2,balanced
0.6716418,22,entropy,9,63,2,balanced
0.6716418,22,entropy,9,64,1,balanced
0.6716418,22,entropy,9,68,1,balanced
0.6716418,22,entropy,9,71,2,balanced
0.6716418,22,entropy,9,73,1,balanced
0.6716418,22,entropy,9,73,2,balanced
0.6716418,22,entropy,9,74,1,balanced
0.6716418,22,entropy,9,75,2,balanced
0.6716418,22,entropy,9,78,1,balanced
0.6716418,22,entropy,10,38,2,balanced
0.6716418,22,entropy,10,41,2,balanced
0.6716418,22,entropy,10,42,1,balanced
0.6716418,22,entropy,10,48,1,balanced
0.6716418,22,entropy,10,49,2,balanced
0.6716418,22,entropy,10,50,1,balanced
0.6716418,22,entropy,10,50,2,balanced
0.6716418,22,entropy,10,52,1,balanced
0.6716418,22,entropy,10,53,2,balanced
0.6716418,22,entropy,10,59,2,balanced
0.6716418,22,entropy,10,60,1,balanced
0.6716418,22,entropy,10,63,2,balanced
0.6716418,22,entropy,10,68,1,balanced
0.6716418,22,entropy,10,70,2,balanced
0.6716418,22,entropy,10,79,2,balanced
0.6716418,22,entropy,11,36,2,balanced
0.6716418,22,entropy,11,37,2,balanced
0.6716418,22,entropy,11,39,1,balanced
0.6716418,22,entropy,11,42,2,balanced
0.6716418,22,entropy,11,49,1,balanced
0.6716418,22,entropy,11,54,2,balanced
0.6716418,22,entropy,11,56,2,balanced
0.6716418,22,entropy,11,59,2,balanced
0.6716418,22,entropy,11,61,2,balanced
0.6716418,22,entropy,11,65,2,balanced
0.6716418,22,entropy,11,66,1,balanced
0.6716418,22,entropy,11,66,2,balanced
0.6716418,22,entropy,11,68,1,balanced
0.6716418,22,entropy,11,68,2,balanced
0.6716418,22,entropy,11,70,2,balanced
0.6716418,22,entropy,11,71,1,balanced
0.6716418,22,entropy,11,72,2,balanced
0.6716418,22,entropy,11,74,2,balanced
0.6716418,22,entropy,11,77,1,balanced
0.6716418,23,entropy,6,36,2,balanced
0.6716418,23,entropy,6,38,1,balanced
0.6716418,23,entropy,6,38,2,balanced
0.6716418,23,entropy,6,39,2,balanced
0.6716418,23,entropy,6,44,1,balanced
0.6716418,23,entropy,6,46,1,balanced
0.6716418,23,entropy,6,46,2,balanced
0.6716418,23,entropy,6,47,2,balanced
0.6716418,23,entropy,6,52,1,balanced
0.6716418,23,entropy,6,52,2,balanced
0.6716418,23,entropy,6,55,2,balanced
0.6716418,23,entropy,6,56,2,balanced
0.6716418,23,entropy,6,58,2,balanced
0.6716418,23,entropy,6,64,2,balanced
0.6716418,23,entropy,6,65,2,balanced
0.6716418,23,entropy,6,71,2,balanced
0.6716418,23,entropy,6,74,1,balanced
0.6716418,23,entropy,6,76,1,balanced
0.6716418,23,entropy,6,78,1,balanced
0.6716418,23,entropy,6,78,2,balanced
0.6716418,23,entropy,7,36,1,balanced
0.6716418,23,entropy,7,37,1,balanced
0.6716418,23,entropy,7,37,2,balanced
0.6716418,23,entropy,7,44,2,balanced
0.6716418,23,entropy,7,46,1,balanced
0.6716418,23,entropy,7,47,1,balanced
0.6716418,23,entropy,7,48,1,balanced
0.6716418,23,entropy,7,48,2,balanced
0.6716418,23,entropy,7,50,2,balanced
0.6716418,23,entropy,7,51,1,balanced
0.6716418,23,entropy,7,51,2,balanced
0.6716418,23,entropy,7,53,2,balanced
0.6716418,23,entropy,7,55,1,balanced
0.6716418,23,entropy,7,56,1,balanced
0.6716418,23,entropy,7,58,2,balanced
0.6716418,23,entropy,7,63,2,balanced
0.6716418,23,entropy,7,67,1,balanced
0.6716418,23,entropy,7,69,1,balanced
0.6716418,23,entropy,7,72,1,balanced
0.6716418,23,entropy,7,78,2,balanced
0.6716418,23,entropy,8,37,1,balanced
0.6716418,23,entropy,8,38,1,balanced
0.6716418,23,entropy,8,40,2,balanced
0.6716418,23,entropy,8,45,1,balanced
0.6716418,23,entropy,8,45,2,balanced
0.6716418,23,entropy,8,46,2,balanced
0.6716418,23,entropy,8,47,1,balanced
0.6716418,23,entropy,8,48,1,balanced
0.6716418,23,entropy,8,51,1,balanced
0.6716418,23,entropy,8,57,2,balanced
0.6716418,23,entropy,8,58,1,balanced
0.6716418,23,entropy,8,69,1,balanced
0.6716418,23,entropy,8,70,1,balanced
0.6716418,23,entropy,8,70,2,balanced
0.6716418,23,entropy,8,71,1,balanced
0.6716418,23,entropy,8,71,2,balanced
0.6716418,23,entropy,8,72,1,balanced
0.6716418,23,entropy,8,73,2,balanced
0.6716418,23,entropy,8,76,1,balanced
0.6716418,23,entropy,8,77,2,balanced
0.6716418,23,entropy,8,78,2,balanced
0.6716418,23,entropy,8,79,2,balanced
0.6716418,23,entropy,9,37,2,balanced
0.6716418,23,entropy,9,39,2,balanced
0.6716418,23,entropy,9,42,1,balanced
0.6716418,23,entropy,9,45,1,balanced
0.6716418,23,entropy,9,54,2,balanced
0.6716418,23,entropy,9,56,1,balanced
0.6716418,23,entropy,9,58,2,balanced
0.6716418,23,entropy,9,63,1,balanced
0.6716418,23,entropy,9,71,1,balanced
0.6716418,23,entropy,9,73,2,balanced
0.6716418,23,entropy,9,75,2,balanced
0.6716418,23,entropy,9,76,1,balanced
0.6716418,23,entropy,9,78,1,balanced
0.6716418,23,entropy,10,46,2,balanced
0.6716418,23,entropy,10,53,1,balanced
0.6716418,23,entropy,10,53,2,balanced
0.6716418,23,entropy,10,55,1,balanced
0.6716418,23,entropy,10,56,2,balanced
0.6716418,23,entropy,10,58,2,balanced
0.6716418,23,entropy,10,59,2,balanced
0.6716418,23,entropy,10,60,1,balanced
0.6716418,23,entropy,10,63,2,balanced
0.6716418,23,entropy,10,64,2,balanced
0.6716418,23,entropy,10,65,1,balanced
0.6716418,23,entropy,10,79,1,balanced
0.6716418,23,entropy,11,35,1,balanced
0.6716418,23,entropy,11,36,1,balanced
0.6716418,23,entropy,11,37,1,balanced
0.6716418,23,entropy,11,37,2,balanced
0.6716418,23,entropy,11,38,2,balanced
0.6716418,23,entropy,11,40,2,balanced
0.6716418,23,entropy,11,42,1,balanced
0.6716418,23,entropy,11,45,1,balanced
0.6716418,23,entropy,11,48,2,balanced
0.6716418,23,entropy,11,51,1,balanced
0.6716418,23,entropy,11,59,2,balanced
0.6716418,23,entropy,11,65,2,balanced
0.6716418,23,entropy,11,66,2,balanced
0.6716418,23,entropy,11,68,1,balanced
0.6716418,23,entropy,11,70,2,balanced
0.6716418,23,entropy,11,71,1,balanced
0.6716418,23,entropy,11,74,1,balanced
0.6716418,23,entropy,11,77,1,balanced
0.6716418,23,entropy,11,77,2,balanced
0.6716418,24,entropy,6,35,2,balanced
0.6716418,24,entropy,6,36,1,balanced
0.6716418,24,entropy,6,40,2,balanced
0.6716418,24,entropy,6,45,2,balanced
0.6716418,24,entropy,6,46,2,balanced
0.6716418,24,entropy,6,47,2,balanced
0.6716418,24,entropy,6,50,1,balanced
0.6716418,24,entropy,6,51,1,balanced
0.6716418,24,entropy,6,52,1,balanced
0.6716418,24,entropy,6,55,2,balanced
0.6716418,24,entropy,6,56,1,balanced
0.6716418,24,entropy,6,56,2,balanced
0.6716418,24,entropy,6,59,1,balanced
0.6716418,24,entropy,6,62,1,balanced
0.6716418,24,entropy,6,68,1,balanced
0.6716418,24,entropy,6,71,1,balanced
0.6716418,24,entropy,6,71,2,balanced
0.6716418,24,entropy,6,73,1,balanced
0.6716418,24,entropy,6,75,2,balanced
0.6716418,24,entropy,6,76,1,balanced
0.6716418,24,entropy,6,77,2,balanced
0.6716418,24,entropy,6,78,1,balanced
0.6716418,24,entropy,6,79,1,balanced
0.6716418,24,entropy,7,38,2,balanced
0.6716418,24,entropy,7,39,2,balanced
0.6716418,24,entropy,7,40,1,balanced
0.6716418,24,entropy,7,41,1,balanced
0.6716418,24,entropy,7,46,2,balanced
0.6716418,24,entropy,7,49,1,balanced
0.6716418,24,entropy,7,54,2,balanced
0.6716418,24,entropy,7,58,1,balanced
0.6716418,24,entropy,7,59,1,balanced
0.6716418,24,entropy,7,60,2,balanced
0.6716418,24,entropy,7,62,2,balanced
0.6716418,24,entropy,7,63,1,balanced
0.6716418,24,entropy,7,65,1,balanced
0.6716418,24,entropy,7,68,1,balanced
0.6716418,24,entropy,7,68,2,balanced
0.6716418,24,entropy,7,73,1,balanced
0.6716418,24,entropy,7,76,1,balanced
0.6716418,24,entropy,7,78,2,balanced
0.6716418,24,entropy,8,35,2,balanced
0.6716418,24,entropy,8,36,1,balanced
0.6716418,24,entropy,8,37,1,balanced
0.6716418,24,entropy,8,40,2,balanced
0.6716418,24,entropy,8,42,1,balanced
0.6716418,24,entropy,8,43,2,balanced
0.6716418,24,entropy,8,49,1,balanced
0.6716418,24,entropy,8,49,2,balanced
0.6716418,24,entropy,8,56,2,balanced
0.6716418,24,entropy,8,59,1,balanced
0.6716418,24,entropy,8,62,2,balanced
0.6716418,24,entropy,8,63,2,balanced
0.6716418,24,entropy,8,64,2,balanced
0.6716418,24,entropy,8,74,1,balanced
0.6716418,24,entropy,8,74,2,balanced
0.6716418,24,entropy,8,76,2,balanced
0.6716418,24,entropy,9,41,1,balanced
0.6716418,24,entropy,9,50,1,balanced
0.6716418,24,entropy,9,51,1,balanced
0.6716418,24,entropy,9,51,2,balanced
0.6716418,24,entropy,9,57,1,balanced
0.6716418,24,entropy,9,57,2,balanced
0.6716418,24,entropy,9,65,1,balanced
0.6716418,24,entropy,9,67,2,balanced
0.6716418,24,entropy,9,77,1,balanced
0.6716418,24,entropy,9,78,2,balanced
0.6716418,24,entropy,10,35,2,balanced
0.6716418,24,entropy,10,37,1,balanced
0.6716418,24,entropy,10,37,2,balanced
0.6716418,24,entropy,10,50,1,balanced
0.6716418,24,entropy,10,53,2,balanced
0.6716418,24,entropy,10,57,1,balanced
0.6716418,24,entropy,10,59,2,balanced
0.6716418,24,entropy,10,62,2,balanced
0.6716418,24,entropy,10,63,2,balanced
0.6716418,24,entropy,10,66,2,balanced
0.6716418,24,entropy,10,67,1,balanced
0.6716418,24,entropy,10,69,2,balanced
0.6716418,24,entropy,10,70,1,balanced
0.6716418,24,entropy,10,70,2,balanced
0.6716418,24,entropy,10,71,1,balanced
0.6716418,24,entropy,10,71,2,balanced
0.6716418,24,entropy,10,73,1,balanced
0.6716418,24,entropy,10,79,1,balanced
0.6716418,24,entropy,11,37,1,balanced
0.6716418,24,entropy,11,47,2,balanced
0.6716418,24,entropy,11,50,1,balanced
0.6716418,24,entropy,11,53,2,balanced
0.6716418,24,entropy,11,55,1,balanced
0.6716418,24,entropy,11,58,2,balanced
0.6716418,24,entropy,11,59,2,balanced
0.6716418,24,entropy,11,60,1,balanced
0.6716418,24,entropy,11,60,2,balanced
0.6716418,24,entropy,11,61,1,balanced
0.6716418,24,entropy,11,63,2,balanced
0.6716418,24,entropy,11,67,2,balanced
0.6716418,24,entropy,11,72,2,balanced
0.6716418,24,entropy,11,79,1,balanced
0.6716418,25,entropy,6,37,2,balanced
0.6716418,25,entropy,6,38,2,balanced
0.6716418,25,entropy,6,41,1,balanced
0.6716418,25,entropy,6,42,2,balanced
0.6716418,25,entropy,6,43,2,balanced
0.6716418,25,entropy,6,44,1,balanced
0.6716418,25,entropy,6,46,2,balanced
0.6716418,25,entropy,6,52,1,balanced
0.6716418,25,entropy,6,54,2,balanced
0.6716418,25,entropy,6,55,1,balanced
0.6716418,25,entropy,6,55,2,balanced
0.6716418,25,entropy,6,60,1,balanced
0.6716418,25,entropy,6,61,1,balanced
0.6716418,25,entropy,6,62,2,balanced
0.6716418,25,entropy,6,63,1,balanced
0.6716418,25,entropy,6,67,2,balanced
0.6716418,25,entropy,6,68,1,balanced
0.6716418,25,entropy,6,72,1,balanced
0.6716418,25,entropy,6,77,2,balanced
0.6716418,25,entropy,6,79,1,balanced
0.6716418,25,entropy,7,37,1,balanced
0.6716418,25,entropy,7,49,1,balanced
0.6716418,25,entropy,7,51,1,balanced
0.6716418,25,entropy,7,52,1,balanced
0.6716418,25,entropy,7,55,2,balanced
0.6716418,25,entropy,7,56,1,balanced
0.6716418,25,entropy,7,58,2,balanced
0.6716418,25,entropy,7,60,2,balanced
0.6716418,25,entropy,7,64,1,balanced
