accuracy,number of trees,,max features,max leaf nodes,min sample leaf ,class weight
0.641791,20,entropy,11,64,1,balanced
0.641791,20,entropy,11,65,2,balanced
0.641791,20,entropy,11,71,2,balanced
0.641791,21,entropy,6,38,2,balanced
0.641791,21,entropy,6,43,1,balanced
0.641791,21,entropy,6,44,2,balanced
0.641791,21,entropy,6,46,1,balanced
0.641791,21,entropy,6,47,1,balanced
0.641791,21,entropy,6,51,2,balanced
0.641791,21,entropy,6,53,2,balanced
0.641791,21,entropy,6,54,1,balanced
0.641791,21,entropy,6,54,2,balanced
0.641791,21,entropy,6,60,1,balanced
0.641791,21,entropy,6,68,1,balanced
0.641791,21,entropy,6,74,1,balanced
0.641791,21,entropy,6,78,2,balanced
0.641791,21,entropy,7,45,1,balanced
0.641791,21,entropy,7,52,2,balanced
0.641791,21,entropy,7,53,1,balanced
0.641791,21,entropy,7,56,1,balanced
0.641791,21,entropy,7,62,2,balanced
0.641791,21,entropy,7,68,2,balanced
0.641791,21,entropy,7,73,1,balanced
0.641791,21,entropy,8,35,1,balanced
0.641791,21,entropy,8,35,2,balanced
0.641791,21,entropy,8,36,2,balanced
0.641791,21,entropy,8,40,2,balanced
0.641791,21,entropy,8,44,1,balanced
0.641791,21,entropy,8,49,2,balanced
0.641791,21,entropy,8,51,2,balanced
0.641791,21,entropy,8,56,2,balanced
0.641791,21,entropy,8,57,2,balanced
0.641791,21,entropy,8,59,2,balanced
0.641791,21,entropy,8,60,2,balanced
0.641791,21,entropy,8,62,2,balanced
0.641791,21,entropy,9,38,1,balanced
0.641791,21,entropy,9,43,1,balanced
0.641791,21,entropy,9,44,2,balanced
0.641791,21,entropy,9,47,1,balanced
0.641791,21,entropy,9,50,1,balanced
0.641791,21,entropy,9,50,2,balanced
0.641791,21,entropy,9,58,2,balanced
0.641791,21,entropy,9,59,1,balanced
0.641791,21,entropy,9,59,2,balanced
0.641791,21,entropy,9,61,1,balanced
0.641791,21,entropy,9,62,1,balanced
0.641791,21,entropy,9,68,1,balanced
0.641791,21,entropy,9,69,2,balanced
0.641791,21,entropy,9,72,2,balanced
0.641791,21,entropy,10,38,1,balanced
0.641791,21,entropy,10,38,2,balanced
0.641791,21,entropy,10,39,2,balanced
0.641791,21,entropy,10,41,1,balanced
0.641791,21,entropy,10,43,2,balanced
0.641791,21,entropy,10,47,2,balanced
0.641791,21,entropy,10,48,1,balanced
0.641791,21,entropy,10,52,2,balanced
0.641791,21,entropy,10,53,1,balanced
0.641791,21,entropy,10,57,2,balanced
0.641791,21,entropy,10,58,1,balanced
0.641791,21,entropy,10,60,1,balanced
0.641791,21,entropy,10,60,2,balanced
0.641791,21,entropy,10,63,2,balanced
0.641791,21,entropy,10,66,2,balanced
0.641791,21,entropy,10,71,1,balanced
0.641791,21,entropy,10,71,2,balanced
0.641791,21,entropy,10,72,1,balanced
0.641791,21,entropy,10,73,2,balanced
0.641791,21,entropy,10,75,2,balanced
0.641791,21,entropy,10,76,1,balanced
0.641791,21,entropy,10,76,2,balanced
0.641791,21,entropy,10,78,1,balanced
0.641791,21,entropy,11,38,2,balanced
0.641791,21,entropy,11,39,2,balanced
0.641791,21,entropy,11,44,1,balanced
0.641791,21,entropy,11,46,1,balanced
0.641791,21,entropy,11,48,1,balanced
0.641791,21,entropy,11,49,2,balanced
0.641791,21,entropy,11,51,1,balanced
0.641791,21,entropy,11,55,2,balanced
0.641791,21,entropy,11,59,1,balanced
0.641791,21,entropy,11,62,2,balanced
0.641791,21,entropy,11,63,1,balanced
0.641791,21,entropy,11,66,1,balanced
0.641791,21,entropy,11,69,1,balanced
0.641791,21,entropy,11,71,2,balanced
0.641791,21,entropy,11,72,1,balanced
0.641791,21,entropy,11,73,1,balanced
0.641791,21,entropy,11,75,2,balanced
0.641791,21,entropy,11,77,1,balanced
0.641791,22,entropy,6,38,2,balanced
0.641791,22,entropy,6,49,2,balanced
0.641791,22,entropy,6,60,1,balanced
0.641791,22,entropy,6,61,2,balanced
0.641791,22,entropy,6,62,1,balanced
0.641791,22,entropy,6,68,1,balanced
0.641791,22,entropy,6,69,1,balanced
0.641791,22,entropy,6,73,2,balanced
0.641791,22,entropy,6,74,2,balanced
0.641791,22,entropy,6,76,1,balanced
0.641791,22,entropy,6,78,2,balanced
0.641791,22,entropy,7,42,2,balanced
0.641791,22,entropy,7,45,2,balanced
0.641791,22,entropy,7,54,1,balanced
0.641791,22,entropy,7,55,2,balanced
0.641791,22,entropy,7,62,1,balanced
0.641791,22,entropy,7,63,1,balanced
0.641791,22,entropy,7,64,2,balanced
0.641791,22,entropy,7,65,2,balanced
0.641791,22,entropy,7,68,2,balanced
0.641791,22,entropy,7,69,1,balanced
0.641791,22,entropy,7,72,2,balanced
0.641791,22,entropy,7,75,1,balanced
0.641791,22,entropy,7,76,1,balanced
0.641791,22,entropy,7,79,2,balanced
0.641791,22,entropy,8,35,2,balanced
0.641791,22,entropy,8,36,1,balanced
0.641791,22,entropy,8,36,2,balanced
0.641791,22,entropy,8,38,1,balanced
0.641791,22,entropy,8,43,1,balanced
0.641791,22,entropy,8,43,2,balanced
0.641791,22,entropy,8,45,1,balanced
0.641791,22,entropy,8,45,2,balanced
0.641791,22,entropy,8,48,1,balanced
0.641791,22,entropy,8,55,2,balanced
0.641791,22,entropy,8,56,1,balanced
0.641791,22,entropy,8,57,2,balanced
0.641791,22,entropy,8,59,1,balanced
0.641791,22,entropy,8,61,2,balanced
0.641791,22,entropy,8,71,1,balanced
0.641791,22,entropy,8,72,1,balanced
0.641791,22,entropy,8,74,2,balanced
0.641791,22,entropy,8,78,2,balanced
0.641791,22,entropy,9,36,1,balanced
0.641791,22,entropy,9,37,2,balanced
0.641791,22,entropy,9,40,1,balanced
0.641791,22,entropy,9,40,2,balanced
0.641791,22,entropy,9,43,2,balanced
0.641791,22,entropy,9,45,1,balanced
0.641791,22,entropy,9,45,2,balanced
0.641791,22,entropy,9,48,2,balanced
0.641791,22,entropy,9,54,1,balanced
0.641791,22,entropy,9,56,1,balanced
0.641791,22,entropy,9,69,2,balanced
0.641791,22,entropy,9,70,1,balanced
0.641791,22,entropy,10,36,1,balanced
0.641791,22,entropy,10,37,1,balanced
0.641791,22,entropy,10,48,2,balanced
0.641791,22,entropy,10,51,1,balanced
0.641791,22,entropy,10,61,2,balanced
0.641791,22,entropy,10,63,1,balanced
0.641791,22,entropy,10,64,2,balanced
0.641791,22,entropy,10,67,2,balanced
0.641791,22,entropy,10,72,1,balanced
0.641791,22,entropy,10,73,1,balanced
0.641791,22,entropy,10,76,2,balanced
0.641791,22,entropy,10,77,1,balanced
0.641791,22,entropy,10,78,1,balanced
0.641791,22,entropy,11,41,2,balanced
0.641791,22,entropy,11,44,1,balanced
0.641791,22,entropy,11,45,2,balanced
0.641791,22,entropy,11,57,2,balanced
0.641791,22,entropy,11,59,1,balanced
0.641791,22,entropy,11,64,1,balanced
0.641791,22,entropy,11,69,1,balanced
0.641791,22,entropy,11,74,1,balanced
0.641791,22,entropy,11,75,1,balanced
0.641791,22,entropy,11,75,2,balanced
0.641791,22,entropy,11,78,1,balanced
0.641791,22,entropy,11,79,2,balanced
0.641791,23,entropy,6,45,1,balanced
0.641791,23,entropy,6,48,1,balanced
0.641791,23,entropy,6,54,1,balanced
0.641791,23,entropy,6,59,2,balanced
0.641791,23,entropy,6,61,1,balanced
0.641791,23,entropy,6,67,1,balanced
0.641791,23,entropy,6,69,2,balanced
0.641791,23,entropy,6,75,1,balanced
0.641791,23,entropy,6,75,2,balanced
0.641791,23,entropy,6,79,2,balanced
0.641791,23,entropy,7,40,1,balanced
0.641791,23,entropy,7,41,2,balanced
0.641791,23,entropy,7,49,1,balanced
0.641791,23,entropy,7,57,2,balanced
0.641791,23,entropy,7,64,1,balanced
0.641791,23,entropy,7,64,2,balanced
0.641791,23,entropy,7,71,2,balanced
0.641791,23,entropy,7,77,2,balanced
0.641791,23,entropy,7,78,1,balanced
0.641791,23,entropy,8,36,1,balanced
0.641791,23,entropy,8,38,2,balanced
0.641791,23,entropy,8,41,1,balanced
0.641791,23,entropy,8,44,2,balanced
0.641791,23,entropy,8,47,2,balanced
0.641791,23,entropy,8,49,1,balanced
0.641791,23,entropy,8,54,1,balanced
0.641791,23,entropy,8,56,1,balanced
0.641791,23,entropy,8,58,2,balanced
0.641791,23,entropy,8,60,2,balanced
0.641791,23,entropy,8,61,1,balanced
0.641791,23,entropy,8,63,1,balanced
0.641791,23,entropy,8,65,2,balanced
0.641791,23,entropy,8,68,2,balanced
0.641791,23,entropy,8,73,1,balanced
0.641791,23,entropy,9,36,2,balanced
0.641791,23,entropy,9,43,1,balanced
0.641791,23,entropy,9,44,1,balanced
0.641791,23,entropy,9,45,2,balanced
0.641791,23,entropy,9,47,2,balanced
0.641791,23,entropy,9,54,1,balanced
0.641791,23,entropy,9,58,1,balanced
0.641791,23,entropy,9,60,1,balanced
0.641791,23,entropy,9,62,1,balanced
0.641791,23,entropy,9,77,1,balanced
0.641791,23,entropy,10,35,1,balanced
0.641791,23,entropy,10,36,1,balanced
0.641791,23,entropy,10,37,1,balanced
0.641791,23,entropy,10,41,1,balanced
0.641791,23,entropy,10,44,2,balanced
0.641791,23,entropy,10,48,1,balanced
0.641791,23,entropy,10,52,2,balanced
0.641791,23,entropy,10,62,1,balanced
0.641791,23,entropy,10,73,2,balanced
0.641791,23,entropy,10,74,1,balanced
0.641791,23,entropy,10,76,2,balanced
0.641791,23,entropy,11,44,2,balanced
0.641791,23,entropy,11,48,1,balanced
0.641791,23,entropy,11,49,1,balanced
0.641791,23,entropy,11,50,1,balanced
0.641791,23,entropy,11,50,2,balanced
0.641791,23,entropy,11,51,2,balanced
0.641791,23,entropy,11,52,1,balanced
0.641791,23,entropy,11,54,1,balanced
0.641791,23,entropy,11,60,1,balanced
0.641791,23,entropy,11,62,1,balanced
0.641791,23,entropy,11,65,1,balanced
0.641791,23,entropy,11,67,1,balanced
0.641791,23,entropy,11,67,2,balanced
0.641791,23,entropy,11,69,2,balanced
0.641791,23,entropy,11,73,1,balanced
0.641791,23,entropy,11,73,2,balanced
0.641791,23,entropy,11,74,2,balanced
0.641791,23,entropy,11,78,2,balanced
0.641791,23,entropy,11,79,1,balanced
0.641791,24,entropy,6,42,1,balanced
0.641791,24,entropy,6,59,2,balanced
0.641791,24,entropy,6,61,2,balanced
0.641791,24,entropy,6,66,1,balanced
0.641791,24,entropy,7,36,2,balanced
0.641791,24,entropy,7,41,2,balanced
0.641791,24,entropy,7,45,1,balanced
0.641791,24,entropy,7,46,1,balanced
0.641791,24,entropy,7,47,1,balanced
0.641791,24,entropy,7,65,2,balanced
0.641791,24,entropy,7,67,2,balanced
0.641791,24,entropy,7,74,2,balanced
0.641791,24,entropy,7,75,1,balanced
0.641791,24,entropy,7,78,1,balanced
0.641791,24,entropy,7,79,1,balanced
0.641791,24,entropy,8,36,2,balanced
0.641791,24,entropy,8,38,1,balanced
0.641791,24,entropy,8,48,1,balanced
0.641791,24,entropy,8,51,2,balanced
0.641791,24,entropy,8,52,2,balanced
0.641791,24,entropy,8,54,1,balanced
0.641791,24,entropy,8,61,2,balanced
0.641791,24,entropy,8,67,1,balanced
0.641791,24,entropy,8,69,2,balanced
0.641791,24,entropy,8,72,1,balanced
0.641791,24,entropy,8,73,1,balanced
0.641791,24,entropy,8,75,2,balanced
0.641791,24,entropy,8,78,1,balanced
0.641791,24,entropy,9,35,2,balanced
0.641791,24,entropy,9,40,1,balanced
0.641791,24,entropy,9,43,1,balanced
0.641791,24,entropy,9,46,2,balanced
0.641791,24,entropy,9,61,1,balanced
0.641791,24,entropy,9,61,2,balanced
0.641791,24,entropy,9,62,1,balanced
0.641791,24,entropy,9,65,2,balanced
0.641791,24,entropy,9,70,1,balanced
0.641791,24,entropy,9,70,2,balanced
0.641791,24,entropy,9,72,2,balanced
0.641791,24,entropy,9,78,1,balanced
0.641791,24,entropy,10,39,1,balanced
0.641791,24,entropy,10,40,1,balanced
0.641791,24,entropy,10,40,2,balanced
0.641791,24,entropy,10,42,2,balanced
0.641791,24,entropy,10,44,1,balanced
0.641791,24,entropy,10,46,1,balanced
0.641791,24,entropy,10,47,1,balanced
0.641791,24,entropy,10,49,1,balanced
0.641791,24,entropy,10,54,1,balanced
0.641791,24,entropy,10,54,2,balanced
0.641791,24,entropy,10,62,1,balanced
0.641791,24,entropy,10,66,1,balanced
0.641791,24,entropy,10,68,2,balanced
0.641791,24,entropy,10,69,1,balanced
0.641791,24,entropy,10,72,1,balanced
0.641791,24,entropy,11,36,2,balanced
0.641791,24,entropy,11,40,1,balanced
0.641791,24,entropy,11,44,2,balanced
0.641791,24,entropy,11,53,1,balanced
0.641791,24,entropy,11,54,1,balanced
0.641791,24,entropy,11,61,2,balanced
0.641791,24,entropy,11,63,1,balanced
0.641791,24,entropy,11,72,1,balanced
0.641791,24,entropy,11,76,1,balanced
0.641791,24,entropy,11,76,2,balanced
0.641791,25,entropy,6,35,1,balanced
0.641791,25,entropy,6,36,2,balanced
0.641791,25,entropy,6,39,1,balanced
0.641791,25,entropy,6,43,1,balanced
0.641791,25,entropy,6,49,2,balanced
0.641791,25,entropy,6,58,1,balanced
0.641791,25,entropy,6,62,1,balanced
0.641791,25,entropy,6,70,2,balanced
0.641791,25,entropy,6,78,2,balanced
0.641791,25,entropy,7,35,1,balanced
0.641791,25,entropy,7,46,1,balanced
0.641791,25,entropy,7,48,1,balanced
0.641791,25,entropy,7,49,2,balanced
0.641791,25,entropy,7,56,2,balanced
0.641791,25,entropy,7,61,1,balanced
0.641791,25,entropy,7,63,1,balanced
0.641791,25,entropy,7,69,2,balanced
0.641791,25,entropy,7,71,1,balanced
0.641791,25,entropy,7,71,2,balanced
0.641791,25,entropy,7,76,1,balanced
0.641791,25,entropy,7,77,1,balanced
0.641791,25,entropy,8,40,1,balanced
0.641791,25,entropy,8,41,1,balanced
0.641791,25,entropy,8,53,1,balanced
0.641791,25,entropy,8,57,1,balanced
0.641791,25,entropy,8,59,1,balanced
0.641791,25,entropy,8,61,1,balanced
0.641791,25,entropy,8,62,1,balanced
0.641791,25,entropy,8,64,1,balanced
0.641791,25,entropy,8,66,1,balanced
0.641791,25,entropy,8,66,2,balanced
0.641791,25,entropy,8,69,1,balanced
0.641791,25,entropy,8,69,2,balanced
0.641791,25,entropy,8,77,1,balanced
0.641791,25,entropy,9,35,1,balanced
0.641791,25,entropy,9,40,1,balanced
0.641791,25,entropy,9,41,2,balanced
0.641791,25,entropy,9,47,2,balanced
0.641791,25,entropy,9,49,2,balanced
0.641791,25,entropy,9,50,1,balanced
0.641791,25,entropy,9,51,1,balanced
0.641791,25,entropy,9,52,1,balanced
0.641791,25,entropy,9,59,1,balanced
0.641791,25,entropy,9,60,1,balanced
0.641791,25,entropy,9,60,2,balanced
0.641791,25,entropy,9,61,1,balanced
0.641791,25,entropy,9,75,2,balanced
0.641791,25,entropy,9,77,1,balanced
0.641791,25,entropy,9,79,2,balanced
0.641791,25,entropy,10,37,2,balanced
0.641791,25,entropy,10,50,1,balanced
0.641791,25,entropy,10,51,1,balanced
0.641791,25,entropy,10,58,1,balanced
0.641791,25,entropy,10,61,1,balanced
0.641791,25,entropy,10,62,1,balanced
0.641791,25,entropy,10,63,2,balanced
0.641791,25,entropy,10,69,1,balanced
0.641791,25,entropy,11,36,1,balanced
0.641791,25,entropy,11,38,2,balanced
0.641791,25,entropy,11,41,2,balanced
0.641791,25,entropy,11,44,1,balanced
0.641791,25,entropy,11,53,1,balanced
0.641791,25,entropy,11,55,2,balanced
0.641791,25,entropy,11,60,1,balanced
0.641791,25,entropy,11,62,2,balanced
0.641791,25,entropy,11,63,1,balanced
0.641791,25,entropy,11,64,1,balanced
0.641791,25,entropy,11,65,2,balanced
0.641791,25,entropy,11,66,2,balanced
0.641791,25,entropy,11,67,1,balanced
0.641791,25,entropy,11,71,2,balanced
0.641791,25,entropy,11,72,1,balanced
0.641791,25,entropy,11,74,2,balanced
0.641791,26,entropy,6,41,1,balanced
0.641791,26,entropy,6,42,1,balanced
0.641791,26,entropy,6,42,2,balanced
0.641791,26,entropy,6,46,1,balanced
0.641791,26,entropy,6,47,1,balanced
0.641791,26,entropy,6,51,1,balanced
0.641791,26,entropy,6,53,1,balanced
0.641791,26,entropy,6,54,1,balanced
0.641791,26,entropy,6,56,1,balanced
0.641791,26,entropy,6,60,1,balanced
0.641791,26,entropy,6,60,2,balanced
0.641791,26,entropy,6,69,1,balanced
0.641791,26,entropy,6,73,2,balanced
0.641791,26,entropy,6,74,1,balanced
0.641791,26,entropy,7,40,1,balanced
0.641791,26,entropy,7,45,1,balanced
0.641791,26,entropy,7,45,2,balanced
0.641791,26,entropy,7,48,1,balanced
0.641791,26,entropy,7,56,1,balanced
0.641791,26,entropy,7,56,2,balanced
0.641791,26,entropy,7,68,1,balanced
0.641791,26,entropy,7,73,1,balanced
0.641791,26,entropy,7,74,1,balanced
0.641791,26,entropy,7,76,2,balanced
0.641791,26,entropy,7,77,1,balanced
0.641791,26,entropy,8,38,1,balanced
0.641791,26,entropy,8,39,1,balanced
0.641791,26,entropy,8,42,1,balanced
0.641791,26,entropy,8,52,1,balanced
0.641791,26,entropy,8,54,2,balanced
0.641791,26,entropy,8,56,1,balanced
0.641791,26,entropy,8,69,2,balanced
0.641791,26,entropy,8,71,1,balanced
0.641791,26,entropy,8,75,2,balanced
0.641791,26,entropy,8,76,1,balanced
0.641791,26,entropy,9,41,1,balanced
0.641791,26,entropy,9,41,2,balanced
0.641791,26,entropy,9,43,1,balanced
0.641791,26,entropy,9,52,2,balanced
0.641791,26,entropy,9,58,1,balanced
0.641791,26,entropy,9,64,2,balanced
0.641791,26,entropy,9,69,1,balanced
0.641791,26,entropy,9,73,1,balanced
0.641791,26,entropy,9,75,2,balanced
0.641791,26,entropy,9,77,1,balanced
0.641791,26,entropy,9,78,1,balanced
0.641791,26,entropy,9,79,2,balanced
0.641791,26,entropy,10,40,1,balanced
0.641791,26,entropy,10,45,2,balanced
0.641791,26,entropy,10,48,1,balanced
0.641791,26,entropy,10,49,2,balanced
0.641791,26,entropy,10,50,1,balanced
0.641791,26,entropy,10,51,1,balanced
0.641791,26,entropy,10,53,1,balanced
0.641791,26,entropy,10,54,1,balanced
0.641791,26,entropy,10,54,2,balanced
0.641791,26,entropy,10,59,1,balanced
0.641791,26,entropy,10,62,2,balanced
0.641791,26,entropy,10,67,2,balanced
0.641791,26,entropy,11,39,2,balanced
0.641791,26,entropy,11,43,2,balanced
0.641791,26,entropy,11,46,2,balanced
0.641791,26,entropy,11,47,1,balanced
0.641791,26,entropy,11,49,2,balanced
0.641791,26,entropy,11,51,1,balanced
0.641791,26,entropy,11,58,1,balanced
0.641791,26,entropy,11,58,2,balanced
0.641791,26,entropy,11,60,1,balanced
0.641791,26,entropy,11,60,2,balanced
0.641791,26,entropy,11,61,2,balanced
0.641791,26,entropy,11,64,2,balanced
0.641791,26,entropy,11,66,1,balanced
0.641791,26,entropy,11,71,2,balanced
0.641791,26,entropy,11,73,1,balanced
0.641791,26,entropy,11,74,2,balanced
0.641791,26,entropy,11,77,1,balanced
0.641791,26,entropy,11,79,2,balanced
0.641791,27,entropy,6,35,2,balanced
0.641791,27,entropy,6,37,1,balanced
0.641791,27,entropy,6,40,1,balanced
0.641791,27,entropy,6,40,2,balanced
0.641791,27,entropy,6,41,2,balanced
0.641791,27,entropy,6,42,1,balanced
0.641791,27,entropy,6,43,1,balanced
0.641791,27,entropy,6,45,1,balanced
0.641791,27,entropy,6,50,2,balanced
0.641791,27,entropy,6,59,2,balanced
0.641791,27,entropy,6,66,1,balanced
0.641791,27,entropy,6,68,2,balanced
0.641791,27,entropy,6,76,1,balanced
0.641791,27,entropy,7,45,1,balanced
0.641791,27,entropy,7,58,2,balanced
0.641791,27,entropy,7,64,2,balanced
0.641791,27,entropy,7,70,2,balanced
0.641791,27,entropy,7,72,1,balanced
0.641791,27,entropy,7,75,1,balanced
0.641791,27,entropy,7,77,1,balanced
0.641791,27,entropy,8,37,2,balanced
0.641791,27,entropy,8,40,1,balanced
0.641791,27,entropy,8,40,2,balanced
0.641791,27,entropy,8,43,2,balanced
0.641791,27,entropy,8,47,1,balanced
0.641791,27,entropy,8,47,2,balanced
0.641791,27,entropy,8,48,2,balanced
0.641791,27,entropy,8,50,1,balanced
0.641791,27,entropy,8,52,1,balanced
0.641791,27,entropy,8,64,1,balanced
0.641791,27,entropy,8,64,2,balanced
0.641791,27,entropy,8,67,2,balanced
0.641791,27,entropy,8,72,1,balanced
0.641791,27,entropy,8,76,1,balanced
0.641791,27,entropy,9,38,1,balanced
0.641791,27,entropy,9,43,2,balanced
0.641791,27,entropy,9,47,1,balanced
0.641791,27,entropy,9,52,2,balanced
0.641791,27,entropy,9,53,1,balanced
0.641791,27,entropy,9,54,1,balanced
0.641791,27,entropy,9,54,2,balanced
0.641791,27,entropy,9,62,2,balanced
0.641791,27,entropy,9,65,2,balanced
0.641791,27,entropy,9,70,2,balanced
0.641791,27,entropy,9,73,1,balanced
0.641791,27,entropy,9,75,1,balanced
0.641791,27,entropy,9,75,2,balanced
0.641791,27,entropy,10,40,2,balanced
0.641791,27,entropy,10,47,1,balanced
0.641791,27,entropy,10,52,2,balanced
0.641791,27,entropy,10,55,1,balanced
0.641791,27,entropy,10,58,1,balanced
0.641791,27,entropy,10,60,1,balanced
0.641791,27,entropy,10,62,1,balanced
0.641791,27,entropy,10,70,1,balanced
0.641791,27,entropy,10,72,1,balanced
0.641791,27,entropy,10,74,2,balanced
0.641791,27,entropy,10,75,1,balanced
0.641791,27,entropy,10,76,1,balanced
0.641791,27,entropy,10,77,1,balanced
0.641791,27,entropy,10,79,1,balanced
0.641791,27,entropy,11,37,1,balanced
0.641791,27,entropy,11,47,2,balanced
0.641791,27,entropy,11,53,1,balanced
0.641791,27,entropy,11,54,1,balanced
0.641791,27,entropy,11,60,2,balanced
0.641791,27,entropy,11,65,2,balanced
0.641791,27,entropy,11,71,2,balanced
0.641791,28,entropy,6,36,2,balanced
0.641791,28,entropy,6,37,2,balanced
0.641791,28,entropy,6,43,2,balanced
0.641791,28,entropy,6,45,2,balanced
0.641791,28,entropy,6,57,2,balanced
0.641791,28,entropy,6,61,1,balanced
0.641791,28,entropy,6,64,1,balanced
0.641791,28,entropy,6,64,2,balanced
0.641791,28,entropy,6,65,2,balanced
0.641791,28,entropy,6,68,1,balanced
0.641791,28,entropy,6,71,2,balanced
0.641791,28,entropy,6,74,1,balanced
0.641791,28,entropy,7,35,2,balanced
0.641791,28,entropy,7,38,2,balanced
0.641791,28,entropy,7,42,1,balanced
0.641791,28,entropy,7,43,1,balanced
0.641791,28,entropy,7,44,2,balanced
0.641791,28,entropy,7,47,2,balanced
0.641791,28,entropy,7,48,1,balanced
0.641791,28,entropy,7,48,2,balanced
0.641791,28,entropy,7,54,1,balanced
0.641791,28,entropy,7,61,1,balanced
0.641791,28,entropy,7,62,1,balanced
0.641791,28,entropy,7,64,2,balanced
0.641791,28,entropy,7,72,1,balanced
0.641791,28,entropy,7,77,2,balanced
0.641791,28,entropy,7,78,1,balanced
0.641791,28,entropy,8,39,1,balanced
0.641791,28,entropy,8,43,2,balanced
0.641791,28,entropy,8,45,1,balanced
0.641791,28,entropy,8,51,1,balanced
0.641791,28,entropy,8,55,2,balanced
0.641791,28,entropy,8,56,1,balanced
0.641791,28,entropy,8,58,1,balanced
0.641791,28,entropy,8,62,1,balanced
0.641791,28,entropy,8,63,2,balanced
0.641791,28,entropy,8,64,1,balanced
0.641791,28,entropy,8,67,1,balanced
0.641791,28,entropy,8,71,1,balanced
0.641791,28,entropy,8,75,1,balanced
0.641791,28,entropy,8,77,1,balanced
0.641791,28,entropy,8,79,2,balanced
0.641791,28,entropy,9,35,1,balanced
0.641791,28,entropy,9,39,1,balanced
0.641791,28,entropy,9,45,2,balanced
0.641791,28,entropy,9,46,1,balanced
0.641791,28,entropy,9,53,2,balanced
0.641791,28,entropy,9,56,2,balanced
0.641791,28,entropy,9,63,2,balanced
0.641791,28,entropy,9,64,1,balanced
0.641791,28,entropy,9,65,2,balanced
0.641791,28,entropy,9,66,1,balanced
0.641791,28,entropy,9,66,2,balanced
0.641791,28,entropy,9,71,2,balanced
0.641791,28,entropy,9,72,1,balanced
0.641791,28,entropy,9,73,2,balanced
0.641791,28,entropy,9,76,1,balanced
0.641791,28,entropy,9,78,1,balanced
0.641791,28,entropy,10,36,1,balanced
0.641791,28,entropy,10,37,2,balanced
0.641791,28,entropy,10,40,2,balanced
0.641791,28,entropy,10,45,1,balanced
0.641791,28,entropy,10,45,2,balanced
0.641791,28,entropy,10,46,1,balanced
0.641791,28,entropy,10,47,1,balanced
0.641791,28,entropy,10,55,1,balanced
0.641791,28,entropy,10,58,1,balanced
0.641791,28,entropy,10,58,2,balanced
0.641791,28,entropy,10,60,1,balanced
0.641791,28,entropy,10,60,2,balanced
0.641791,28,entropy,10,62,2,balanced
0.641791,28,entropy,10,64,1,balanced
0.641791,28,entropy,10,71,1,balanced
0.641791,28,entropy,10,72,1,balanced
0.641791,28,entropy,10,75,1,balanced
0.641791,28,entropy,11,37,1,balanced
0.641791,28,entropy,11,39,2,balanced
0.641791,28,entropy,11,40,1,balanced
0.641791,28,entropy,11,46,2,balanced
0.641791,28,entropy,11,47,1,balanced
0.641791,28,entropy,11,49,1,balanced
0.641791,28,entropy,11,58,1,balanced
0.641791,28,entropy,11,59,2,balanced
0.641791,28,entropy,11,61,1,balanced
0.641791,28,entropy,11,62,1,balanced
0.641791,28,entropy,11,63,1,balanced
0.641791,28,entropy,11,68,1,balanced
0.641791,28,entropy,11,69,1,balanced
0.641791,28,entropy,11,71,1,balanced
0.641791,28,entropy,11,75,1,balanced
0.641791,29,entropy,6,41,1,balanced
0.641791,29,entropy,6,43,1,balanced
0.641791,29,entropy,6,43,2,balanced
0.641791,29,entropy,6,50,2,balanced
0.641791,29,entropy,6,58,1,balanced
0.641791,29,entropy,6,77,2,balanced
0.641791,29,entropy,7,36,2,balanced
0.641791,29,entropy,7,42,2,balanced
0.641791,29,entropy,7,44,2,balanced
0.641791,29,entropy,7,45,2,balanced
0.641791,29,entropy,7,48,1,balanced
0.641791,29,entropy,7,51,1,balanced
0.641791,29,entropy,7,52,1,balanced
0.641791,29,entropy,7,57,1,balanced
0.641791,29,entropy,7,58,2,balanced
0.641791,29,entropy,7,61,2,balanced
0.641791,29,entropy,7,71,2,balanced
0.641791,29,entropy,7,72,1,balanced
0.641791,29,entropy,7,76,1,balanced
0.641791,29,entropy,8,37,2,balanced
0.641791,29,entropy,8,39,2,balanced
0.641791,29,entropy,8,43,2,balanced
0.641791,29,entropy,8,50,1,balanced
0.641791,29,entropy,8,52,1,balanced
0.641791,29,entropy,8,56,2,balanced
0.641791,29,entropy,8,57,1,balanced
0.641791,29,entropy,8,59,1,balanced
0.641791,29,entropy,8,60,1,balanced
0.641791,29,entropy,8,68,1,balanced
0.641791,29,entropy,8,70,2,balanced
0.641791,29,entropy,8,71,2,balanced
0.641791,29,entropy,8,74,1,balanced
0.641791,29,entropy,8,78,2,balanced
0.641791,29,entropy,9,35,1,balanced
0.641791,29,entropy,9,46,2,balanced
0.641791,29,entropy,9,56,2,balanced
0.641791,29,entropy,9,63,2,balanced
0.641791,29,entropy,9,67,1,balanced
0.641791,29,entropy,9,68,2,balanced
0.641791,29,entropy,9,71,1,balanced
0.641791,29,entropy,9,72,2,balanced
0.641791,29,entropy,9,73,1,balanced
0.641791,29,entropy,9,75,2,balanced
0.641791,29,entropy,10,36,2,balanced
0.641791,29,entropy,10,39,1,balanced
0.641791,29,entropy,10,51,1,balanced
0.641791,29,entropy,10,54,2,balanced
0.641791,29,entropy,10,55,1,balanced
