mean squared error,Mean absolute error,alpha,average,early_stopping,epsilon,eta,fit intercept ,l1 ratio,learning rate ,loss,maxed iter,n iter no change,penalty,Power t,Random State,shuffle ,tol,validation fraction,verbose,warm_start
2622.00494705145,47.259315039091,0.0004,False,False,0.02,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
2912.98423184015,49.6829396128356,0.008,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
3030.49602625522,53.8301032129247,0.0004,False,False,0.01,0.011,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
3333.83259546185,55.768503709142,0.002,False,False,0.01,0.11,True,0.41,'optimal','huber',4000,8,'l2',0.3,0,True,0.001,0.1,False,False
3513.62367407289,55.0684680397457,0.0004,False,False,0.01,0.01,True,0.41,'invscaling','huber',800,9,'l1',0.3,0,True,0.001,0.4,False,False
3712.34325823478,59.4321091155492,0.0004,False,False,0.01,0.09,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
4023.63195965456,62.0522061540854,0.0092,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
5034.83538714599,66.4403739463195,0.0092,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,500,True,0.0001,0.1,False,False
5549.98808409421,72.6882460997458,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,1001,True,0.0001,0.2,False,False
7469.99050783836,84.1093598472366,0.00891,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
7651.11134639725,85.2366789138518,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,7,'l2',0.3,500,True,0.0001,0.1,False,False
9229.86545693264,93.3393526470795,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,1,True,0.0001,0.1,False,False
12202.1600630568,104.834770032097,0.0091,False,False,0.02,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,500,True,0.0001,0.1,False,False
26919.682311072,158.536244877586,0.01,False,False,0.01,0.11,True,0.41,'optimal','huber',100,8,'l2',0.3,0,True,0.001,0.1,False,False
29143.4339177183,164.39416748894,0.0001,False,False,0.01,0.11,True,0.41,'optimal','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
29143.4339177183,164.39416748894,0.0001,False,False,0.01,0.11,True,0.41,'optimal','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
40546.0291547196,195.935576811959,0.01,False,False,0.01,0.11,True,0.41,'optimal','huber',100,8,'none',0.3,0,True,0.001,0.1,False,False
49811.9424164079,188.825775175816,0.001,False,False,0.01,0.11,True,0.41,'optimal','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
131455.299603043,345.358468207877,0.01,False,False,0.01,0.11,True,0.41,'optimal','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
131455.299603043,345.358468207877,0.01,False,False,0.01,0.11,True,0.41,'optimal','huber',100,8,'l1',0.3,0,True,0.001,0.1,False,False
141458.158866589,356.690256983819,0.0001,False,False,0.01,0.01,True,0.15,'invscaling','epsilon_insensitive',500,5,'l2',0.5,0,True,0.001,0.4,False,False
153683.848311951,377.776165459165,0.0004,False,False,0.01,0.1,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
157555.324532107,386.496949367813,0.0001,False,False,False,0.014,True,0.15,'invscaling','epsilon_insensitive',1000,4,'l2',0.5,0,True,0.001,0.1,False,False
